congress,chamber,bioguide,last_name,state,district,party,votes,agree_pct,predicted_agree,net_trump_vote
116,senate,M001183,Manchin,WV,,D,39,0.333333333333333,0.90317769,42.15364679
0,senate,M001197,McSally,AZ,,Republican,135,0.948148148148148,0.56306189,3.54559463
116,senate,M001197,McSally,AZ,,R,39,0.897435897435897,0.49550999,3.54559463
0,senate,N000032,Nelson,FL,,Democrat,83,0.433734939759036,0.56806183,1.19862561
115,senate,N000032,Nelson,FL,,D,83,0.433734939759036,0.56806183,1.19862561
0,senate,P000449,Portman,OH,,Republican,122,0.909836065573771,0.65805181,8.1295744
115,senate,P000449,Portman,OH,,R,84,0.94047619047619,0.69369075,8.1295744
116,senate,P000449,Portman,OH,,R,38,0.842105263157895,0.57927098,8.1295744
0,senate,P000595,Peters,MI,,Democrat,122,0.286885245901639,0.50920867,0.22303327
115,senate,P000595,Peters,MI,,D,83,0.337349397590361,0.54693486,0.22303327
116,senate,P000595,Peters,MI,,D,39,0.179487179487179,0.42891961,0.22303327
0,senate,P000603,Paul,KY,,Republican,113,0.699115044247788,0.88367909,29.83745022
115,senate,P000603,Paul,KY,,R,81,0.728395061728395,0.89824468,29.83745022
116,senate,P000603,Paul,KY,,R,32,0.625,0.84680995,29.83745022
0,senate,P000612,Perdue,GA,,Republican,116,0.948275862068966,0.60785175,5.15937819
115,senate,P000612,Perdue,GA,,R,83,0.951807228915663,0.63744463,5.15937819
116,senate,P000612,Perdue,GA,,R,33,0.939393939393939,0.53342115,5.15937819
0,senate,R000122,Reed,RI,,Democrat,123,0.235772357723577,0.28013913,-15.50854907
115,senate,R000122,Reed,RI,,D,84,0.285714285714286,0.30989164,-15.50854907
116,senate,R000122,Reed,RI,,D,39,0.128205128205128,0.2160568,-15.50854907
0,senate,R000307,Roberts,KS,,Republican,123,0.951219512195122,0.82803453,20.60221107
115,senate,R000307,Roberts,KS,,R,84,0.964285714285714,0.84710357,20.60221107
116,senate,R000307,Roberts,KS,,R,39,0.923076923076923,0.78696276,20.60221107
0,senate,R000584,Risch,ID,,Republican,121,0.909090909090909,0.89459915,31.76941855
115,senate,R000584,Risch,ID,,R,84,0.904761904761905,0.90597605,31.76941855
116,senate,R000584,Risch,ID,,R,37,0.918918918918919,0.8687705,31.76941855
0,senate,R000595,Rubio,FL,,Republican,120,0.908333333333333,0.52963498,1.19862561
115,senate,R000595,Rubio,FL,,R,83,0.939759036144578,0.56227889,1.19862561
116,senate,R000595,Rubio,FL,,R,37,0.837837837837838,0.45640675000000003,1.19862561
0,senate,R000605,Rounds,SD,,Republican,116,0.922413793103448,0.89136514,29.79332222
115,senate,R000605,Rounds,SD,,R,84,0.916666666666667,0.89951902,29.79332222
116,senate,R000605,Rounds,SD,,R,32,0.9375,0.8699612,29.79332222
0,senate,R000608,Rosen,NV,,Democrat,130,0.353846153846154,0.62001184,-2.41712836
116,senate,R000608,Rosen,NV,,D,37,0.162162162162162,0.38614044,-2.41712836
0,senate,R000615,Romney,UT,,Republican,38,0.815789473684211,0.74945142,18.07933323
116,senate,R000615,Romney,UT,,R,38,0.815789473684211,0.74945142,18.07933323
0,senate,S000033,Sanders,VT,,Independent,106,0.141509433962264,0.22021885,-26.40835124
115,senate,S000033,Sanders,VT,,I,84,0.142857142857143,0.236595,-26.40835124
116,senate,S000033,Sanders,VT,,I,22,0.136363636363636,0.15769172,-26.40835124
0,senate,S000148,Schumer,NY,,Democrat,123,0.235772357723577,0.23157464,-22.49045614
115,senate,S000148,Schumer,NY,,D,84,0.273809523809524,0.25753921,-22.49045614
116,senate,S000148,Schumer,NY,,D,39,0.153846153846154,0.17565096,-22.49045614
0,senate,S000320,Shelby,AL,,Republican,123,0.934959349593496,0.87834124,27.72514661
115,senate,S000320,Shelby,AL,,R,84,0.94047619047619,0.89117593,27.72514661
116,senate,S000320,Shelby,AL,,R,39,0.923076923076923,0.85069728,27.72514661
0,senate,S000770,Stabenow,MI,,Democrat,123,0.284552845528455,0.50964524,0.22303327
115,senate,S000770,Stabenow,MI,,D,84,0.333333333333333,0.547125,0.22303327
116,senate,S000770,Stabenow,MI,,D,39,0.179487179487179,0.42891961,0.22303327
0,senate,S001141,Sessions,AL,,Republican,8,1,0.95761291,27.72514661
115,senate,S001141,Sessions,AL,,R,8,1,0.95761291,27.72514661
0,senate,S001181,Shaheen,NH,,Democrat,122,0.30327868852459,0.49964543,-0.36766386
115,senate,S001181,Shaheen,NH,,D,83,0.36144578313253,0.53823045,-0.36766386
116,senate,S001181,Shaheen,NH,,D,39,0.179487179487179,0.4175286,-0.36766386
0,senate,S001184,Scott,SC,,Republican,121,0.933884297520661,0.75323225,14.2659129
115,senate,S001184,Scott,SC,,R,84,0.964285714285714,0.78277954,14.2659129
116,senate,S001184,Scott,SC,,R,37,0.864864864864865,0.68615194,14.2659129
0,senate,S001191,Sinema,AZ,,Democrat,129,0.51937984496124,0.40286875,3.54559463
116,senate,S001191,Sinema,AZ,,D,38,0.263157894736842,0.49631885,3.54559463
0,senate,S001194,Schatz,HI,,Democrat,122,0.237704918032787,0.19216117,-32.18281473
115,senate,S001194,Schatz,HI,,D,84,0.273809523809524,0.21231418,-32.18281473
116,senate,S001194,Schatz,HI,,D,38,0.157894736842105,0.14761241,-32.18281473
0,senate,S001197,Sasse,NE,,Republican,120,0.866666666666667,0.86449624,25.04859475
115,senate,S001197,Sasse,NE,,R,83,0.867469879518072,0.87976012,25.04859475
116,senate,S001197,Sasse,NE,,R,37,0.864864864864865,0.83025564,25.04859475
0,senate,S001198,Sullivan,AK,,Republican,117,0.914529914529915,0.76451789,14.73064079
115,senate,S001198,Sullivan,AK,,R,81,0.925925925925926,0.78713053,14.73064079
116,senate,S001198,Sullivan,AK,,R,36,0.888888888888889,0.71363945,14.73064079
0,senate,S001202,Strange,AL,,Republican,45,0.911111111111111,0.88745216,27.72514661
115,senate,S001202,Strange,AL,,R,45,0.911111111111111,0.88745216,27.72514661
0,senate,S001203,Smith,MN,,Democrat,66,0.257575757575758,0.44723405,-1.52013048
115,senate,S001203,Smith,MN,,D,27,0.333333333333333,0.52142916,-1.52013048
116,senate,S001203,Smith,MN,,D,39,0.205128205128205,0.39586821,-1.52013048
0,senate,S001217,Scott,FL,,Republican,38,0.921052631578947,0.43457024,1.19862561
116,senate,S001217,Scott,FL,,R,38,0.921052631578947,0.43457024,1.19862561
0,senate,T000250,Thune,SD,,Republican,122,0.942622950819672,0.88715528,29.79332222
115,senate,T000250,Thune,SD,,R,84,0.952380952380952,0.89951902,29.79332222
116,senate,T000250,Thune,SD,,R,38,0.921052631578947,0.85982491,29.79332222
0,senate,T000461,Toomey,PA,,Republican,118,0.88135593220339,0.51579395,0.72426964
115,senate,T000461,Toomey,PA,,R,81,0.888888888888889,0.55135156,0.72426964
116,senate,T000461,Toomey,PA,,R,37,0.864864864864865,0.4379516,0.72426964
0,senate,T000464,Tester,MT,,Democrat,123,0.308943089430894,0.8263814,20.42273211
115,senate,T000464,Tester,MT,,D,84,0.380952380952381,0.84563706,20.42273211
116,senate,T000464,Tester,MT,,D,39,0.153846153846154,0.78490765,20.42273211
0,senate,T000476,Tillis,NC,,Republican,121,0.933884297520661,0.57999674,3.65522853
115,senate,T000476,Tillis,NC,,R,82,0.951219512195122,0.61911325,3.65522853
116,senate,T000476,Tillis,NC,,R,39,0.897435897435897,0.49775178,3.65522853
0,senate,U000039,Udall,NM,,Democrat,123,0.252032520325203,0.36354122,-8.2132684
115,senate,U000039,Udall,NM,,D,84,0.273809523809524,0.39779287,-8.2132684
116,senate,U000039,Udall,NM,,D,39,0.205128205128205,0.28976845,-8.2132684
0,senate,V000128,Van Hollen,MD,,Democrat,122,0.229508196721311,0.21418875,-26.41643951
115,senate,V000128,Van Hollen,MD,,D,83,0.253012048192771,0.23939451,-26.41643951
116,senate,V000128,Van Hollen,MD,,D,39,0.179487179487179,0.16054572,-26.41643951
0,senate,W000437,Wicker,MS,,Republican,123,0.934959349593496,0.80009057,17.82624982
115,senate,W000437,Wicker,MS,,R,84,0.964285714285714,0.82218948,17.82624982
116,senate,W000437,Wicker,MS,,R,39,0.871794871794872,0.75249292,17.82624982
0,senate,W000779,Wyden,OR,,Democrat,123,0.170731707317073,0.32708049,-10.97781682
115,senate,W000779,Wyden,OR,,D,84,0.19047619047619,0.35961111,-10.97781682
116,senate,W000779,Wyden,OR,,D,39,0.128205128205128,0.25701456,-10.97781682
0,senate,W000802,Whitehouse,RI,,Democrat,121,0.231404958677686,0.27925675,-15.50854907
115,senate,W000802,Whitehouse,RI,,D,84,0.273809523809524,0.30989164,-15.50854907
116,senate,W000802,Whitehouse,RI,,D,37,0.135135135135135,0.20970726,-15.50854907
0,senate,W000805,Warner,VA,,Democrat,123,0.357723577235772,0.40831701,-5.32370582
115,senate,W000805,Warner,VA,,D,84,0.44047619047619,0.44420349,-5.32370582
116,senate,W000805,Warner,VA,,D,39,0.179487179487179,0.33102305,-5.32370582
0,senate,W000817,Warren,MA,,Democrat,110,0.136363636363636,0.21502295,-27.19670645
115,senate,W000817,Warren,MA,,D,84,0.130952380952381,0.23288072,-27.19670645
116,senate,W000817,Warren,MA,,D,26,0.153846153846154,0.15732859,-27.19670645
0,senate,Y000064,Young,IN,,Republican,123,0.845528455284553,0.81421044,19.16519376
115,senate,Y000064,Young,IN,,R,84,0.928571428571429,0.83481105,19.16519376
116,senate,Y000064,Young,IN,,R,39,0.666666666666667,0.76983988,19.16519376
116,,V000133,,,,D,,"",0.39503629,
